Color by field,Color by swap,Country,Region,Sector,Top country,Units,Year,Capacity (MW),Capacity GW & Generation TWh,Capacity MW & Generation GWh,Generation (GWh),Number of Records,Report year
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2014,154171,154.171,154171,,1,2015
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2014,32634,32.634,32634,,1,2015
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2014,22972,22.972,22972,,1,2015
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2014,4780,4.78,4780,,1,2015
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2014,1200,1.2,1200,,1,2015
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2014,8524,8.524,8524,,1,2015
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2014,3303,3.303,3303,,1,2015
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2014,22476,22.476,22476,,1,2015
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2015,,17.01867,17018.67,17018.67,1,2016
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2015,,871.9145647,871914.5647,871914.5647,1,2016
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2015,,108.348,108348,108348,1,2016
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2015,,43.67208647,43672.08646,43672.08646,1,2016
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2015,,38.30752,38307.52,38307.52,1,2016
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2015,,0.382740611,382.7406105,382.7406105,1,2016
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2015,,4.112,4112,4112,1,2016
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2015,,7.14121,7141.21,7141.21,1,2016
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2015,,27.62793,27627.93,27627.93,1,2016
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2015,4929,4.929,4929,,1,2016
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2015,173018,173.018,173018,,1,2016
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2015,39211.46,39.21146,39211.46,,1,2016
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2015,24474,24.474,24474,,1,2016
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2015,5780,5.78,5780,,1,2016
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2015,996,0.996,996,,1,2016
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2015,4111.55,4.11155,4111.55,,1,2016
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2015,5369,5.369,5369,,1,2016
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2015,25099,25.099,25099,,1,2016
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2016,,15.86316,15863.16,15863.16,1,2017
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2016,,936.2333045,936233.3045,936233.3045,1,2017
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2016,,104.002,104002,104002,1,2017
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2016,,50.21142181,50211.42181,50211.42181,1,2017
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2016,,37.89756,37897.56,37897.56,1,2017
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2016,,0.315357747,315.3577468,315.3577468,1,2017
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2016,,4.33,4330,4330,1,2017
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2016,,14.63502,14635.02,14635.02,1,2017
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2016,,43.45271,43452.71,43452.71,1,2017
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2016,8223,8.223,8223,,1,2017
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2016,188968,188.968,188968,,1,2017
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2016,39780,39.78,39780,,1,2017
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2016,25283,25.283,25283,,1,2017
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2016,5780,5.78,5780,,1,2017
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2016,919,0.919,919,,1,2017
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2016,4330,4.33,4330,,1,2017
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2016,10649,10.649,10649,,1,2017
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2016,28700.44,28.70044,28700.44,,1,2017
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2017,,14.21230858,14212.30858,14212.30858,1,2018
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2017,,972.93898,972938.98,972938.98,1,2018
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2017,,115.354,115354,115354,1,2018
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2017,,50.256,50256,50256,1,2018
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2017,,37.417464,37417.464,37417.464,1,2018
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2017,,0.24859,248.59,248.59,1,2018
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2017,,4.418,4418,4418,1,2018
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2017,,25.7191,25719.1,25719.1,1,2018
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2017,,52.62526,52625.26,52625.26,1,2018
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2017,8665,8.665,8665,,1,2018
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2017,192972,192.972,192972,,1,2018
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2017,40178.415,40.178415,40178.415,,1,2018
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2017,25283,25.283,25283,,1,2018
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2017,6780,6.78,6780,,1,2018
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2017,838,0.838,838,,1,2018
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2017,4418.155,4.418155,4418.155,,1,2018
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2017,20912,20.912,20912,,1,2018
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2017,32848.46,32.84846,32848.46,,1,2018
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2018,,16.148,16148,16148,1,2019
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2018,,1024.70616,1024706.16,1024706.16,1,2019
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2018,,118.438,118438,118438,1,2019
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2018,,50.256,50256,50256,1,2019
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2018,,39.051,39051,39051,1,2019
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2018,,0.169,169,169,1,2019
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2018,,4.517,4517,4517,1,2019
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2018,,36.869,36869,36869,1,2019
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2018,,61.205,61205,61205,1,2019
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2018,9352,9.352,9352,,1,2019
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2018,197453,197.453,197453,,1,2019
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2018,40614.225,40.614225,40614.225,,1,2019
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2018,24937.26,24.93726,24937.26,,1,2019
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2018,6780,6.78,6780,,1,2019
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2018,638,0.638,638,,1,2019
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2018,4517.445,4.517445,4517.445,,1,2019
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2018,32017,32.017,32017,,1,2019
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2018,35138.15,35.13815,35138.15,,1,2019
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2019,,15.054,15054,15054,1,2020
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2019,,998.5386,998538.6,998538.6,1,2020
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2019,,140.178,140178,140178,1,2020
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2019,,47.98039,47980.39,47980.39,1,2020
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2019,,45.16289,45162.89,45162.89,1,2020
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2019,,0.1035,103.5,103.5,1,2020
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2019,,8.98525,8985.25,8985.25,1,2020
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2019,,46.208,46208,46208,1,2020
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2019,,63.308,63308,63308,1,2020
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2019,10001,10.001,10001,,1,2020
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2019,205255,205.255,205255,,1,2020
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2019,40614.225,40.614225,40614.225,,1,2020
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2019,24937.26,24.93726,24937.26,,1,2020
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2019,6780,6.78,6780,,1,2020
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2019,509.71,0.50971,509.71,,1,2020
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2019,4671.6,4.6716,4671.6,,1,2020
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2019,43578,43.578,43578,,1,2020
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2019,37505.18,37.50518,37505.18,,1,2020
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2020,,14.332,14332,14332,1,2021
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2020,,947.534,947534,947534,1,2021
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2020,,140.25,140250,140250,1,2021
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2020,,52.17072,52170.72,52170.72,1,2021
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2020,,44.32,44320,44320,1,2021
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2020,,0.129,129,129,1,2021
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2020,,10.527,10527,10527,1,2021
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2020,,58.683,58683,58683,1,2021
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2020,,60.4274,60427.4,60427.4,1,2021
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2020,10315,10.315,10315,,1,2021
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2020,206125,206.125,206125,,1,2021
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2020,41013.2,41.0132,41013.2,,1,2021
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2020,24956.51,24.95651,24956.51,,1,2021
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2020,6780,6.78,6780,,1,2021
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2020,509.71,0.50971,509.71,,1,2021
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2020,4750.46,4.75046,4750.46,,1,2021
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2020,47808,47.808,47808,,1,2021
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2020,38624.15,38.62415,38624.15,,1,2021
Biomass,Sector,India,Asia-Pacific,Biomass,India,GWh,2021,,15.33177,15331.77,15331.77,1,2022
Coal,Sector,India,Asia-Pacific,Coal,India,GWh,2021,,1100.46469,1100464.69,1100464.69,1,2022
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2021,,134.751,134751,134751,1,2022
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,GWh,2021,,39.37991,39379.91,39379.91,1,2022
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,GWh,2021,,44.412,44412,44412,1,2022
Oil,Sector,India,Asia-Pacific,Oil,India,GWh,2021,,0.10093,100.93,100.93,1,2022
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,GWh,2021,,10.218,10218,10218,1,2022
Solar,Sector,India,Asia-Pacific,Solar,India,GWh,2021,,68.3058,68305.8,68305.8,1,2022
Wind,Sector,India,Asia-Pacific,Wind,India,GWh,2021,,68.09424,68094.24,68094.24,1,2022
Biomass,Sector,India,Asia-Pacific,Biomass,India,MW,2021,10610,10.61,10610,,1,2022
Coal,Sector,India,Asia-Pacific,Coal,India,MW,2021,209810,209.81,209810,,1,2022
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2021,41766.62,41.76662,41766.62,,1,2022
Natural Gas,Sector,India,Asia-Pacific,Natural Gas,India,MW,2021,24899.51,24.89951,24899.51,,1,2022
Nuclear,Sector,India,Asia-Pacific,Nuclear,India,MW,2021,6780,6.78,6780,,1,2022
Oil,Sector,India,Asia-Pacific,Oil,India,MW,2021,509.71,0.50971,509.71,,1,2022
Hydroelectric,Sector,India,Asia-Pacific,Hydroelectric,India,MW,2021,4839.4,4.8394,4839.4,,1,2022
Solar,Sector,India,Asia-Pacific,Solar,India,MW,2021,60168,60.168,60168,,1,2022
Wind,Sector,India,Asia-Pacific,Wind,India,MW,2021,40082.7,40.0827,40082.7,,1,2022
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2010,,7.313943,7313.943,7313.943,1,2011
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2010,,68.477,68477,68477,1,2011
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2010,,17.41240148,17412.40148,17412.40148,1,2011
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2010,,55.3895,55389.5,55389.5,1,2011
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,GWh,2010,,0,0,0,1,2011
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,GWh,2010,,19.007,19007,19007,1,2011
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2010,,0.04359852,43.59852,43.59852,1,2011
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,GWh,2010,,0.000266304,0.266304,0.266304,1,2011
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,GWh,2010,,0.000655248,0.655248,0.655248,1,2011
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,MW,2010,1192.75,1.19275,1192.75,,1,2011
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,MW,2010,12981.5,12.9815,12981.5,,1,2011
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2010,3719.69,3.71969,3719.69,,1,2011
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,MW,2010,11504.73,11.50473,11504.73,,1,2011
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,MW,2010,0,0,0,,1,2011
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,MW,2010,4569.89,4.56989,4569.89,,1,2011
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2010,14.22,0.01422,14.22,,1,2011
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,MW,2010,14,0.014,14,,1,2011
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,MW,2010,1,0.001,1,,1,2011
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2011,,7.413588,7413.588,7413.588,1,2012
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2011,,81.09,81090,81090,1,2012
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2011,,12.22403306,12224.03306,12224.03306,1,2012
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2011,,57.4778,57477.8,57477.8,1,2012
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,GWh,2011,,0,0,0,1,2012
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,GWh,2011,,22.839,22839,22839,1,2012
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2011,,0.19496694,194.96694,194.96694,1,2012
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,GWh,2011,,0.001625856,1.625856,1.625856,1,2012
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,GWh,2011,,0.001792296,1.792296,1.792296,1,2012
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,MW,2011,1209,1.209,1209,,1,2012
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,MW,2011,16359,16.359,16359,,1,2012
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2011,3880.83,3.88083,3880.83,,1,2012
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,MW,2011,12886.53,12.88653,12886.53,,1,2012
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,MW,2011,0,0,0,,1,2012
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,MW,2011,5471.93,5.47193,5471.93,,1,2012
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2011,63.59,0.06359,63.59,,1,2012
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,MW,2011,18,0.018,18,,1,2012
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,MW,2011,2,0.002,2,,1,2012
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2012,,8.192352,8192.352,8192.352,1,2013
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2012,,102.166,102166,102166,1,2013
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2012,,12.58999078,12589.99078,12589.99078,1,2013
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2012,,54.0767,54076.7,54076.7,1,2013
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,GWh,2012,,0,0,0,1,2013
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,GWh,2012,,21.583,21583,21583,1,2013
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2012,,0.20900922,209.00922,209.00922,1,2013
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,GWh,2012,,0.005732544,5.732544,5.732544,1,2013
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,GWh,2012,,0.001792296,1.792296,1.792296,1,2013
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,MW,2012,1336,1.336,1336,,1,2013
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,MW,2012,19755,19.755,19755,,1,2013
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2012,4078.24,4.07824,4078.24,,1,2013
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,MW,2012,14003.67,14.00367,14003.67,,1,2013
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,MW,2012,0,0,0,,1,2013
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,MW,2012,5973.58,5.97358,5973.58,,1,2013
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2012,68.17,0.06817,68.17,,1,2013
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,MW,2012,23,0.023,23,,1,2013
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,MW,2012,2,0.002,2,,1,2013
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2013,,8.235276,8235.276,8235.276,1,2014
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2013,,111.252,111252,111252,1,2014
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2013,,16.59573516,16595.73516,16595.73516,1,2014
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2013,,58.0495,58049.5,58049.5,1,2014
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,GWh,2013,,0,0,0,1,2014
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,GWh,2013,,20.362,20362,20362,1,2014
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2013,,0.32726484,327.26484,327.26484,1,2014
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,GWh,2013,,0.012642432,12.642432,12.642432,1,2014
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,GWh,2013,,0.001214136,1.214136,1.214136,1,2014
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,MW,2013,1343,1.343,1343,,1,2014
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,MW,2013,23818.53,23.81853,23818.53,,1,2014
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2013,5058.87,5.05887,5058.87,,1,2014
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,MW,2013,14689.41,14.68941,14689.41,,1,2014
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,MW,2013,0,0,0,,1,2014
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,MW,2013,5935,5.935,5935,,1,2014
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2013,106.74,0.10674,106.74,,1,2014
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,MW,2013,28,0.028,28,,1,2014
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,MW,2013,2,0.002,2,,1,2014
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2014,,8.603196,8603.196,8603.196,1,2015
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2014,,119.532,119532,119532,1,2015
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2014,,14.63976822,14639.76822,14639.76822,1,2015
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2014,,60.5371,60537.1,60537.1,1,2015
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,GWh,2014,,0,0,0,1,2015
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,GWh,2014,,23.039,23039,23039,1,2015
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2014,,0.52223178,522.23178,522.23178,1,2015
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,GWh,2014,,0.012642432,12.642432,12.642432,1,2015
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,GWh,2014,,0.002158464,2.158464,2.158464,1,2015
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,MW,2014,1403,1.403,1403,,1,2015
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,MW,2014,25110.23,25.11023,25110.23,,1,2015
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2014,5059.06,5.05906,5059.06,,1,2015
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,MW,2014,15067.35,15.06735,15067.35,,1,2015
Nuclear,Sector,Indonesia,Asia-Pacific,Nuclear,Indonesia,MW,2014,0,0,0,,1,2015
Oil,Sector,Indonesia,Asia-Pacific,Oil,Indonesia,MW,2014,6206.99,6.20699,6206.99,,1,2015
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,MW,2014,170.33,0.17033,170.33,,1,2015
Solar,Sector,Indonesia,Asia-Pacific,Solar,Indonesia,MW,2014,48,0.048,48,,1,2015
Wind,Sector,Indonesia,Asia-Pacific,Wind,Indonesia,MW,2014,2,0.002,2,,1,2015
Biomass,Sector,Indonesia,Asia-Pacific,Biomass,Indonesia,GWh,2015,,8.817816,8817.816,8817.816,1,2016
Coal,Sector,Indonesia,Asia-Pacific,Coal,Indonesia,GWh,2015,,124.657,124657,124657,1,2016
Hydroelectric,Sector,Indonesia,Asia-Pacific,Hydroelectric,Indonesia,GWh,2015,,13.18412242,13184.12242,13184.12242,1,2016
Natural Gas,Sector,Indonesia,Asia-Pacific,Natural Gas,Indonesia,GWh,2015,,54.1372,54137.2,54137.2,1,2016
